$Flow file for segment 34,,,,
To the right of the sum of flows are individual flows starting with QWD then QSTR,,,,
JDAY,PH,Spill,Fish,
5038.5,36.06,0,1.7,10/16/2013
5039.5,26.4,9.91,1.7,10/17/2013
5040.5,29.18,8.32,1.7,10/18/2013
5041.5,38.02,0,1.7,10/19/2013
5042.5,38.58,0,1.7,10/20/2013
5043.5,37.67,0,1.7,10/21/2013
5044.5,38.32,0,1.7,10/22/2013
5045.5,37.17,0,1.7,10/23/2013
5046.5,36.59,0.52,1.7,10/24/2013
5047.5,38.53,0,1.7,10/25/2013
5048.5,37.23,0,1.7,10/26/2013
5049.5,36.95,0,1.7,10/27/2013
5050.5,37.18,0,1.7,10/28/2013
5051.5,36.76,0,1.7,10/29/2013
5052.5,36.13,0,1.7,10/30/2013
5053.5,36.31,0,1.7,10/31/2013
5054.5,36.88,0,1.7,11/1/2013
5055.5,36.42,0,1.7,11/2/2013
5056.5,36.76,0,1.7,11/3/2013
5057.5,32.47,0,1.7,11/4/2013
5058.5,35.35,0,1.7,11/5/2013
5059.5,36.74,0,1.7,11/6/2013
5060.5,36.55,0,1.7,11/7/2013
5061.5,35.92,0,1.7,11/8/2013
5062.5,35.84,0,1.7,11/9/2013
5063.5,36.43,0,1.7,11/10/2013
5064.5,34.41,0,1.7,11/11/2013
5065.5,37.37,0.03,1.7,11/12/2013
5066.5,34,0,1.7,11/13/2013
5067.5,34.69,0,1.7,11/14/2013
5068.5,34.32,0,1.7,11/15/2013
5069.5,33.84,0,1.7,11/16/2013
5070.5,35.71,0,1.7,11/17/2013
5071.5,33.96,0,1.7,11/18/2013
5072.5,32.33,0,1.7,11/19/2013
5073.5,30.5,0,1.7,11/20/2013
5074.5,31.22,0,1.7,11/21/2013
5075.5,35.8,0,1.7,11/22/2013
5076.5,37.44,0,1.7,11/23/2013
5077.5,34.45,0,1.7,11/24/2013
5078.5,33.83,0,1.7,11/25/2013
5079.5,32.85,0,1.7,11/26/2013
5080.5,33.42,0,1.7,11/27/2013
5081.5,35.17,0,1.7,11/28/2013
5082.5,38.58,0,1.7,11/29/2013
5083.5,36.1,0,1.7,11/30/2013
5084.5,35.47,0,1.7,12/1/2013
5085.5,36.8,0,1.7,12/2/2013
5086.5,33.79,0,1.7,12/3/2013
5087.5,36.89,0,1.7,12/4/2013
5088.5,37.22,0,1.7,12/5/2013
5089.5,36.36,0,1.7,12/6/2013
5090.5,35.28,0,1.7,12/7/2013
5091.5,33.42,0,1.7,12/8/2013
5092.5,34.05,0,1.7,12/9/2013
5093.5,33.6,0,1.7,12/10/2013
5094.5,34.58,0,1.7,12/11/2013
5095.5,34.44,0,1.7,12/12/2013
5096.5,35.96,0,1.7,12/13/2013
5097.5,35.36,0,1.7,12/14/2013
5098.5,35.02,0,1.7,12/15/2013
5099.5,32.86,0,1.7,12/16/2013
5100.5,35.63,0,1.7,12/17/2013
5101.5,34.25,0,1.7,12/18/2013
5102.5,33.06,0,1.7,12/19/2013
5103.5,34.71,0,1.7,12/20/2013
5104.5,34.08,0,1.7,12/21/2013
5105.5,32.43,0,1.7,12/22/2013
5106.5,33.76,0,1.7,12/23/2013
5107.5,33.27,0,1.7,12/24/2013
5108.5,33.58,0,1.7,12/25/2013
5109.5,34.11,0,1.7,12/26/2013
5110.5,33.75,0,1.7,12/27/2013
5111.5,33.11,0,1.7,12/28/2013
5112.5,29,0,1.7,12/29/2013
5113.5,28.23,0,1.7,12/30/2013
5114.5,28.11,0,1.7,12/31/2013
5115.5,29.43,0,1.7,1/1/2014
5116.5,29.17,0,1.7,1/2/2014
5117.5,29.04,0,1.7,1/3/2014
5118.5,28.87,0,1.7,1/4/2014
5119.5,29.52,0,1.7,1/5/2014
5120.5,28.58,0,1.7,1/6/2014
5121.5,23.4,0,1.7,1/7/2014
5122.5,17.97,0,1.7,1/8/2014
5123.5,17.67,0,1.7,1/9/2014
5124.5,15.13,0,1.7,1/10/2014
5125.5,16.01,0,1.7,1/11/2014
5126.5,15.55,0,1.7,1/12/2014
5127.5,15.2,0,1.7,1/13/2014
5128.5,9.19,6.01,1.7,1/14/2014
5129.5,5.4,10.78,1.7,1/15/2014
5130.5,5.5,10.17,1.7,1/16/2014
5131.5,4.89,10.19,1.7,1/17/2014
5132.5,4.66,9.59,1.7,1/18/2014
5133.5,5.05,9.35,1.7,1/19/2014
5134.5,7.6,5.3,1.7,1/20/2014
5135.5,4.46,9.82,1.7,1/21/2014
5136.5,7.2,5.48,1.7,1/22/2014
5137.5,7.87,5.65,1.7,1/23/2014
5138.5,5.63,8.75,1.7,1/24/2014
5139.5,5.63,8.38,1.7,1/25/2014
5140.5,5.09,8.1,1.7,1/26/2014
5141.5,5.9,7.34,1.7,1/27/2014
5142.5,5.83,7.93,1.7,1/28/2014
5143.5,5.75,7.94,1.7,1/29/2014
5144.5,7.32,6.63,1.7,1/30/2014
5145.5,7.51,6.13,1.7,1/31/2014
5146.5,5.47,7.19,1.7,2/1/2014
5147.5,5.99,7.05,1.7,2/2/2014
5148.5,5.25,8,1.7,2/3/2014
5149.5,3.92,9.63,1.7,2/4/2014
5150.5,5.18,8.25,1.7,2/5/2014
5151.5,6.05,6.82,1.7,2/6/2014
5152.5,8,4.58,1.7,2/7/2014
5153.5,7.35,2.02,1.7,2/8/2014
5154.5,0.07,0,0.39,2/9/2014
5155.5,4.14,1.13,1.69,2/10/2014
5156.5,7.93,4.04,1.7,2/11/2014
5157.5,5.9,5.61,1.7,2/12/2014
5158.5,10.23,4.12,1.7,2/13/2014
5159.5,6.93,4.93,1.7,2/14/2014
5160.5,11.53,3.65,1.7,2/15/2014
5161.5,9.93,5.12,1.7,2/16/2014
5162.5,8.47,2.81,1.7,2/17/2014
5163.5,9.22,3.52,1.7,2/18/2014
5164.5,9.65,3.99,1.7,2/19/2014
5165.5,7.79,3.15,1.7,2/20/2014
5166.5,8.69,3.7,1.7,2/21/2014
5167.5,8.91,4.87,1.7,2/22/2014
5168.5,10.56,5.83,1.7,2/23/2014
5169.5,10.09,4.02,1.7,2/24/2014
5170.5,8.61,3.64,1.7,2/25/2014
5171.5,6.39,6.2,1.7,2/26/2014
5172.5,7.6,3.73,1.7,2/27/2014
5173.5,5.45,0.91,1.31,2/28/2014
5174.5,5.67,0,1.49,3/1/2014
5175.5,10.38,0,1.7,3/2/2014
5176.5,10.02,0.2,1.7,3/3/2014
5177.5,12.2,0,1.7,3/4/2014
5178.5,15.83,0,1.7,3/5/2014
5179.5,17.7,0,1.7,3/6/2014
5180.5,12.01,0,1.7,3/7/2014
5181.5,11.9,0,1.7,3/8/2014
5182.5,11.49,0,1.7,3/9/2014
5183.5,11.6,0,1.7,3/10/2014
5184.5,16.86,0,1.7,3/11/2014
5185.5,14.72,0.02,1.7,3/12/2014
5186.5,13.31,0.11,1.7,3/13/2014
5187.5,12.84,0,1.7,3/14/2014
5188.5,13.06,0,1.7,3/15/2014
5189.5,12.29,0,1.7,3/16/2014
5190.5,13.17,0,1.7,3/17/2014
5191.5,18.56,0,1.7,3/18/2014
5192.5,14.4,0,1.7,3/19/2014
5193.5,13.45,0,1.7,3/20/2014
5194.5,12.17,0,1.7,3/21/2014
5195.5,13.63,0,1.7,3/22/2014
5196.5,14.04,0,1.7,3/23/2014
5197.5,12.7,0,1.7,3/24/2014
5198.5,13.83,0,1.7,3/25/2014
5199.5,12.69,0,1.7,3/26/2014
5200.5,13.13,0,1.7,3/27/2014
5201.5,13.65,0,1.7,3/28/2014
5202.5,13.82,0,1.7,3/29/2014
5203.5,10.92,0,1.7,3/30/2014
5204.5,12.39,0,1.7,3/31/2014
5205.5,9.19,0,1.7,4/1/2014
5206.5,11.33,0,1.7,4/2/2014
5207.5,14.36,0,1.7,4/3/2014
5208.5,14.79,0,1.7,4/4/2014
5209.5,11.97,0,1.7,4/5/2014
5210.5,14.33,0,1.7,4/6/2014
5211.5,14.29,0,1.7,4/7/2014
5212.5,11.69,0,1.7,4/8/2014
5213.5,13.45,0,1.7,4/9/2014
5214.5,14.42,0,1.7,4/10/2014
5215.5,14.2,0,1.7,4/11/2014
5216.5,12.85,0,1.7,4/12/2014
5217.5,14.6,0,1.7,4/13/2014
5218.5,13.75,0,1.7,4/14/2014
5219.5,14.48,0,1.7,4/15/2014
5220.5,12.95,0,1.7,4/16/2014
5221.5,14.39,0,1.7,4/17/2014
5222.5,14.91,0,1.7,4/18/2014
5223.5,14.19,0,1.7,4/19/2014
5224.5,14.9,0,1.7,4/20/2014
5225.5,16.15,0,1.7,4/21/2014
5226.5,42.36,0,1.7,4/22/2014
5227.5,42.1,0.45,1.7,4/23/2014
5228.5,42.64,0,1.7,4/24/2014
5229.5,20.52,0,1.7,4/25/2014
5230.5,21.37,0,1.7,4/26/2014
5231.5,21.02,0,1.7,4/27/2014
5232.5,21.41,0,1.7,4/28/2014
5233.5,21.16,0,1.7,4/29/2014
5234.5,21.05,0,1.7,4/30/2014
5235.5,19.78,0,1.7,5/1/2014
5236.5,21.58,0,1.7,5/2/2014
5237.5,19.79,0,1.7,5/3/2014
5238.5,21.61,0,1.7,5/4/2014
5239.5,21.39,0,1.7,5/5/2014
5240.5,23.2,0.03,1.7,5/6/2014
5241.5,21.46,0,1.7,5/7/2014
5242.5,24.98,0,1.7,5/8/2014
5243.5,25.85,0,1.7,5/9/2014
5244.5,25.4,0,1.7,5/10/2014
5245.5,25.2,0,1.7,5/11/2014
5246.5,26.62,0,1.7,5/12/2014
5247.5,26.61,0,1.7,5/13/2014
5248.5,25.19,0,1.7,5/14/2014
5249.5,26,0,1.7,5/15/2014
5250.5,46.3,0,1.7,5/16/2014
5251.5,50.22,0,1.7,5/17/2014
5252.5,46.66,0,1.7,5/18/2014
5253.5,48.32,0,1.7,5/19/2014
5254.5,46.74,0,1.7,5/20/2014
5255.5,48.68,0,1.7,5/21/2014
5256.5,44.7,1.45,1.7,5/22/2014
5257.5,47.08,0,1.7,5/23/2014
5258.5,48.17,0,1.7,5/24/2014
5259.5,45.85,0,1.7,5/25/2014
5260.5,44.58,0,1.7,5/26/2014
5261.5,47.55,0,1.7,5/27/2014
5262.5,54.58,0,1.7,5/28/2014
5263.5,35.58,18.84,1.7,5/29/2014
5264.5,53.76,0.2,1.7,5/30/2014
5265.5,53.76,0,1.7,5/31/2014
5266.5,53.14,0,1.7,6/1/2014
5267.5,52.6,0,1.7,6/2/2014
5268.5,54.36,0,1.7,6/3/2014
5269.5,52.47,0,1.7,6/4/2014
5270.5,54.38,0,1.7,6/5/2014
5271.5,52.49,0,1.7,6/6/2014
5272.5,52.16,0,1.7,6/7/2014
5273.5,52.37,0,1.7,6/8/2014
5274.5,52.73,0,1.7,6/9/2014
5275.5,54.51,0,1.7,6/10/2014
5276.5,52.56,0,1.7,6/11/2014
5277.5,53.17,0,1.7,6/12/2014
5278.5,45.38,8.7,1.7,6/13/2014
5279.5,53.81,0,1.7,6/14/2014
5280.5,53.04,0,1.7,6/15/2014
5281.5,51.35,0,1.7,6/16/2014
5282.5,68.62,0,1.7,6/17/2014
5283.5,67.56,0,1.7,6/18/2014
5284.5,66.59,0,1.7,6/19/2014
5285.5,68.39,0,1.7,6/20/2014
5286.5,67.73,0,1.7,6/21/2014
5287.5,46.3,7.48,1.7,6/22/2014
5288.5,54.45,0,1.7,6/23/2014
5289.5,53.1,0,1.7,6/24/2014
5290.5,52.32,0,1.7,6/25/2014
5291.5,51.47,0,1.7,6/26/2014
5292.5,52.82,0,1.7,6/27/2014
5293.5,51.33,0,1.7,6/28/2014
5294.5,50.82,0,1.7,6/29/2014
5295.5,51.54,0,1.7,6/30/2014
5296.5,53.67,0,1.7,7/1/2014
5297.5,52.07,0,1.7,7/2/2014
5298.5,53.17,0,1.7,7/3/2014
5299.5,53.84,0,1.7,7/4/2014
5300.5,52.73,0,1.7,7/5/2014
5301.5,53.1,0,1.7,7/6/2014
5302.5,53.44,0,1.7,7/7/2014
5303.5,52.49,0,1.7,7/8/2014
5304.5,52.08,0,1.7,7/9/2014
5305.5,53.29,0,1.7,7/10/2014
5306.5,53.05,0,1.7,7/11/2014
5307.5,52.08,0,1.7,7/12/2014
5308.5,52.97,0,1.7,7/13/2014
5309.5,52.31,0,1.7,7/14/2014
5310.5,52.94,0,1.7,7/15/2014
5311.5,52.8,0,1.7,7/16/2014
5312.5,52.74,0,1.7,7/17/2014
5313.5,53.22,0,1.7,7/18/2014
5314.5,52.35,0,1.7,7/19/2014
5315.5,52.34,0,1.7,7/20/2014
5316.5,53.5,0,1.7,7/21/2014
5317.5,51.7,0,1.7,7/22/2014
5318.5,53.12,0,1.7,7/23/2014
5319.5,53.77,0,1.7,7/24/2014
5320.5,49.44,0,0.96,7/25/2014
5321.5,48.12,0,0,7/26/2014
5322.5,47.87,0,0,7/27/2014
5323.5,47.83,0.03,0,7/28/2014
5324.5,43.04,0,0,7/29/2014
5325.5,42.35,0,0,7/30/2014
5326.5,40.72,0,0,7/31/2014
5327.5,42.17,0,0,8/1/2014
5328.5,41.64,0,0,8/2/2014
5329.5,41.35,0,0,8/3/2014
5330.5,41.94,0,0,8/4/2014
5331.5,41.16,0,0,8/5/2014
5332.5,41.11,0,0,8/6/2014
5333.5,25.63,14.93,0,8/7/2014
5334.5,34.92,6.03,0,8/8/2014
5335.5,43.08,0,0,8/9/2014
5336.5,41.94,0,0,8/10/2014
5337.5,41.39,0,0,8/11/2014
5338.5,41.58,0,0,8/12/2014
5339.5,35.21,0,0,8/13/2014
5340.5,42.03,0,0,8/14/2014
5341.5,42.1,0,0,8/15/2014
5342.5,42.05,0,0,8/16/2014
5343.5,41.56,0,0,8/17/2014
5344.5,43.08,0,0,8/18/2014
5345.5,41.43,0,0,8/19/2014
5346.5,41.75,0,0,8/20/2014
5347.5,42.33,0,0,8/21/2014
5348.5,41.05,0,0,8/22/2014
5349.5,42.31,0,0,8/23/2014
5350.5,41.5,0,0,8/24/2014
5351.5,107.63,73.01,0,8/25/2014
5352.5,40.89,0,0,8/26/2014
5353.5,42.19,0,0,8/27/2014
5354.5,41.41,0,0,8/28/2014
5355.5,41.51,0,0,8/29/2014
5356.5,40.73,0,0,8/30/2014
5357.5,41.08,0,0,8/31/2014
5358.5,39.15,0,0,9/1/2014
5359.5,38.76,0,0,9/2/2014
5360.5,38.45,0,0,9/3/2014
5361.5,33.58,4.91,0,9/4/2014
5362.5,39.36,0,0,9/5/2014
5363.5,37.98,0,0,9/6/2014
5364.5,38.93,0,0,9/7/2014
5365.5,38.64,0,0,9/8/2014
5366.5,38.73,0,0,9/9/2014
5367.5,39.58,0,0,9/10/2014
5368.5,38.66,0,0,9/11/2014
5369.5,38.06,0,0,9/12/2014
5370.5,38.34,0,0,9/13/2014
5371.5,41.07,0,0,9/14/2014
5372.5,39.14,0,0,9/15/2014
5373.5,38.83,0,0,9/16/2014
5374.5,39.7,0,0,9/17/2014
5375.5,39.38,0,0,9/18/2014
5376.5,38.23,0,0,9/19/2014
5377.5,38.95,0,0,9/20/2014
5378.5,39.67,0,0,9/21/2014
5379.5,39.22,0,0,9/22/2014
5380.5,39.67,0,0,9/23/2014
5381.5,36.95,0,0,9/24/2014
5382.5,37.79,0,0,9/25/2014
5383.5,38.89,0,0,9/26/2014
5384.5,39.61,0,0,9/27/2014
5385.5,39.19,0,0,9/28/2014
5386.5,37.85,0,0,9/29/2014
5387.5,38.1,0,0,9/30/2014
5388.5,41.47,0,0,10/1/2014
5389.5,32.98,0,0,10/2/2014
5390.5,30.85,0,0,10/3/2014
5391.5,30.48,0,0,10/4/2014
5392.5,29.77,0,0,10/5/2014
5393.5,30.38,0,0,10/6/2014
5394.5,30.19,0,0,10/7/2014
5395.5,30.25,0,0,10/8/2014
5396.5,29.75,0,0,10/9/2014
5397.5,29.83,0,0,10/10/2014
5398.5,30.42,0,0,10/11/2014
5399.5,29.79,0,0,10/12/2014
5400.5,29.27,0,0,10/13/2014
5401.5,30.3,0,0,10/14/2014
5402.5,28.5,0,0,10/15/2014
5403.5,27.32,0,0,10/16/2014
5404.5,28.04,0,0,10/17/2014
5405.5,29.64,0,0,10/18/2014
5406.5,29.07,0,0,10/19/2014
5407.5,32.94,0,0,10/20/2014
5408.5,30.32,0,0,10/21/2014
5409.5,26.3,0,0,10/22/2014
5410.5,29.19,0,0,10/23/2014
5411.5,29.59,0,0,10/24/2014
5412.5,28.54,0,0,10/25/2014
5413.5,29.42,0,0,10/26/2014
5414.5,28.71,0,0,10/27/2014
5415.5,28.79,0,0,10/28/2014
5416.5,28.5,0,0,10/29/2014
5417.5,27.9,0,0,10/30/2014
5418.5,27.24,0,0,10/31/2014
5419.5,25.95,0,0.43,11/1/2014
5420.5,33.74,0,0.59,11/2/2014
5421.5,28.51,0,0.59,11/3/2014
5422.5,27.88,0,0.59,11/4/2014
5423.5,28.14,0,0.59,11/5/2014
5424.5,29,0,0.59,11/6/2014
5425.5,29.09,0,0.59,11/7/2014
5426.5,30.37,0,0.59,11/8/2014
5427.5,27.01,0,0.59,11/9/2014
5428.5,29.16,0,0.59,11/10/2014
5429.5,29.35,0,0.59,11/11/2014
5430.5,28.51,0,0.59,11/12/2014
5431.5,27.54,0,0.59,11/13/2014
5432.5,29.18,0,0.69,11/14/2014
5433.5,27.77,0,0.85,11/15/2014
5434.5,27.14,0,0.85,11/16/2014
5435.5,26.29,0,0.85,11/17/2014
5436.5,27.25,0,0.85,11/18/2014
5437.5,26.34,0,1.45,11/19/2014
5438.5,25.64,0,2.12,11/20/2014
5439.5,25.51,1.06,2.12,11/21/2014
5440.5,26.27,0,2.12,11/22/2014
5441.5,26.24,0,2.12,11/23/2014
5442.5,25.11,0,2.12,11/24/2014
5443.5,25.99,0,2.12,11/25/2014
5444.5,25.76,0,2.12,11/26/2014
5445.5,25.64,0,2.12,11/27/2014
5446.5,26.08,0,2.12,11/28/2014
5447.5,25.68,0,2.12,11/29/2014
5448.5,25.27,0,2.12,11/30/2014
5449.5,22.86,0,2.12,12/1/2014
5450.5,22.55,0,2.12,12/2/2014
5451.5,12.05,0,1.94,12/3/2014
5452.5,9.21,0,1.72,12/4/2014
5453.5,21.53,0,2.12,12/5/2014
5454.5,21.56,0,2.12,12/6/2014
5455.5,22.53,0,2.12,12/7/2014
5456.5,22.48,0.04,2.05,12/8/2014
5457.5,23.68,0,1.98,12/9/2014
5458.5,24.33,0,1.98,12/10/2014
5459.5,14.37,0,1.95,12/11/2014
5460.5,0,0,0.2,12/12/2014
5461.5,14.14,0,1.98,12/13/2014
5462.5,21.1,0,1.98,12/14/2014
5463.5,17.82,0,1.98,12/15/2014
5464.5,21.27,0,1.98,12/16/2014
5465.5,16.8,0,1.98,12/17/2014
5466.5,20.02,0,1.98,12/18/2014
5467.5,16.05,0,1.98,12/19/2014
5468.5,15.55,0,1.98,12/20/2014
5469.5,20.5,0,1.98,12/21/2014
5470.5,20.65,0,1.98,12/22/2014
5471.5,22.31,0,1.98,12/23/2014
5472.5,21.67,0,1.98,12/24/2014
5473.5,20.27,0,1.98,12/25/2014
5474.5,21.17,0,1.98,12/26/2014
5475.5,22.18,0,1.98,12/27/2014
5476.5,21.46,0,1.98,12/28/2014
5477.5,22.49,0,1.98,12/29/2014
5478.5,20.62,0,1.98,12/30/2014
5479.5,21.53,0,1.98,12/31/2014
5480.5,21.7,0,1.98,1/1/2015
5481.5,21.39,0,1.98,1/2/2015
5482.5,20.12,0,1.98,1/3/2015
5483.5,20.9,0,1.98,1/4/2015
5484.5,23.45,0,1.98,1/5/2015
5485.5,22.62,0,1.98,1/6/2015
5486.5,18.89,0,1.98,1/7/2015
5487.5,24.74,0,1.98,1/8/2015
5488.5,25.04,0,1.98,1/9/2015
5489.5,24.28,0,1.98,1/10/2015
5490.5,24.67,0,1.98,1/11/2015
5491.5,21.73,0,1.98,1/12/2015
5492.5,21.68,0,1.98,1/13/2015
5493.5,23.61,0,1.98,1/14/2015
5494.5,21.7,0,1.98,1/15/2015
5495.5,22.43,0,1.98,1/16/2015
5496.5,22.77,0,1.98,1/17/2015
5497.5,23.99,0,1.98,1/18/2015
5498.5,23.28,0,1.98,1/19/2015
5499.5,23.51,0,1.98,1/20/2015
5500.5,24.3,0,1.98,1/21/2015
5501.5,22.42,0,1.98,1/22/2015
5502.5,23.52,0,1.98,1/23/2015
5503.5,23.52,0,1.98,1/24/2015
5504.5,24.03,0,1.98,1/25/2015
5505.5,21.69,0.05,1.98,1/26/2015
5506.5,23,0,1.98,1/27/2015
5507.5,21.95,0,1.98,1/28/2015
5508.5,22.61,0,1.98,1/29/2015
5509.5,23.2,0,1.98,1/30/2015
5510.5,21.85,0,1.98,1/31/2015
5511.5,20.68,0,1.98,2/1/2015
5512.5,21.74,0,1.98,2/2/2015
5513.5,24.19,0,1.98,2/3/2015
5514.5,21.09,0,1.98,2/4/2015
5515.5,24.05,0,1.98,2/5/2015
5516.5,21.46,0,1.98,2/6/2015
5517.5,20.5,0,1.98,2/7/2015
5518.5,17.47,0,1.98,2/8/2015
5519.5,20.19,0,1.98,2/9/2015
5520.5,22.55,0,1.98,2/10/2015
5521.5,21.37,1.03,1.98,2/11/2015
5522.5,23.37,0,1.98,2/12/2015
5523.5,23.6,0,1.98,2/13/2015
5524.5,22.94,0,1.98,2/14/2015
5525.5,23.03,0,1.98,2/15/2015
5526.5,24.37,0,1.98,2/16/2015
5527.5,24.14,0,1.98,2/17/2015
5528.5,22.19,0,1.98,2/18/2015
5529.5,20.3,0,1.98,2/19/2015
5530.5,21.66,0,1.98,2/20/2015
5531.5,21.52,0,1.98,2/21/2015
5532.5,19.34,0,1.98,2/22/2015
5533.5,19.74,0,1.98,2/23/2015
5534.5,20.48,0.79,1.98,2/24/2015
5535.5,20,0,1.98,2/25/2015
5536.5,22.01,0,1.98,2/26/2015
5537.5,21.3,0,1.98,2/27/2015
5538.5,20.93,0,1.98,2/28/2015
5539.5,21.13,0,1.98,3/1/2015
5540.5,21.97,0,1.98,3/2/2015
5541.5,23.19,0,1.98,3/3/2015
5542.5,22.26,0,1.98,3/4/2015
5543.5,22.09,0,1.98,3/5/2015
5544.5,22.4,0,1.98,3/6/2015
5545.5,21.22,0,1.98,3/7/2015
5546.5,22.19,0,1.98,3/8/2015
5547.5,19.58,0,1.98,3/9/2015
5548.5,19.64,0,1.98,3/10/2015
5549.5,17.5,5.35,1.98,3/11/2015
5550.5,21.16,0,1.98,3/12/2015
5551.5,23.16,0,1.98,3/13/2015
5552.5,21.51,0,1.98,3/14/2015
5553.5,20.35,0,1.98,3/15/2015
5554.5,20.71,0,1.98,3/16/2015
5555.5,21.98,0,1.98,3/17/2015
5556.5,22.09,0,1.98,3/18/2015
5557.5,21.96,0,1.98,3/19/2015
5558.5,23.22,0,1.98,3/20/2015
5559.5,22.67,0,1.98,3/21/2015
5560.5,21.51,0,1.98,3/22/2015
5561.5,11.67,9.99,1.98,3/23/2015
5562.5,10.46,10.67,1.98,3/24/2015
5563.5,10.23,7.05,1.98,3/25/2015
5564.5,6.5,5.17,1.98,3/26/2015
5565.5,11.52,4.75,1.98,3/27/2015
5566.5,13.67,0,1.98,3/28/2015
5567.5,18.97,0,1.98,3/29/2015
5568.5,14.4,0,1.98,3/30/2015
5569.5,14.32,0,1.98,3/31/2015
5570.5,13.24,0,2.04,4/1/2015
5571.5,13.44,0,2.1,4/2/2015
5572.5,13.58,0,2.1,4/3/2015
5573.5,13.49,0,2.1,4/4/2015
5574.5,13.5,0,2.1,4/5/2015
5575.5,13.1,0,2.1,4/6/2015
5576.5,12.03,0,2.1,4/7/2015
5577.5,13.76,0.14,2.1,4/8/2015
5578.5,14.76,0,2.1,4/9/2015
5579.5,14.53,0,2.1,4/10/2015
5580.5,16.38,0,2.1,4/11/2015
5581.5,15.82,0,2.1,4/12/2015
5582.5,15.95,0,1.92,4/13/2015
5583.5,15.42,0,1.84,4/14/2015
5584.5,15.19,0,1.84,4/15/2015
5585.5,15.59,0,1.93,4/16/2015
5586.5,15.35,0,1.98,4/17/2015
5587.5,16.16,0,1.98,4/18/2015
5588.5,15.74,0,1.98,4/19/2015
5589.5,15.05,0,1.98,4/20/2015
5590.5,15.5,0.01,1.98,4/21/2015
5591.5,15.49,0.08,1.98,4/22/2015
5592.5,14.22,0,1.98,4/23/2015
5593.5,14.24,0,1.98,4/24/2015
5594.5,14.94,0,1.98,4/25/2015
5595.5,14.29,0,1.98,4/26/2015
5596.5,15.63,0,1.98,4/27/2015
5597.5,13.39,0,1.98,4/28/2015
5598.5,26.1,0,1.98,4/29/2015
5599.5,24.03,3.17,1.98,4/30/2015
5600.5,28.83,0,1.98,5/1/2015
5601.5,28.73,0,1.98,5/2/2015
5602.5,25.41,0,1.98,5/3/2015
5603.5,26.64,0,1.98,5/4/2015
5604.5,27.61,0.12,1.98,5/5/2015
5605.5,34.59,0.17,1.98,5/6/2015
5606.5,33.78,0,1.98,5/7/2015
5607.5,33.41,0,1.98,5/8/2015
5608.5,33.49,0,1.98,5/9/2015
5609.5,34.61,0,1.98,5/10/2015
5610.5,34.66,0,1.98,5/11/2015
5611.5,34.03,0,1.98,5/12/2015
5612.5,33.98,0,1.98,5/13/2015
5613.5,30.04,0,1.98,5/14/2015
5614.5,30.27,0,1.98,5/15/2015
5615.5,33.3,0,1.98,5/16/2015
5616.5,34.71,0,1.98,5/17/2015
5617.5,33.08,0,1.98,5/18/2015
5618.5,33.09,0,1.98,5/19/2015
5619.5,39.47,0,1.98,5/20/2015
5620.5,42.74,0,1.98,5/21/2015
5621.5,41.98,0,1.98,5/22/2015
5622.5,41.23,0,1.98,5/23/2015
5623.5,40.93,0,1.98,5/24/2015
5624.5,40.99,0,1.98,5/25/2015
5625.5,42.24,0,1.98,5/26/2015
5626.5,41.58,0,1.98,5/27/2015
5627.5,39.31,0,1.98,5/28/2015
5628.5,53.89,0,1.98,5/29/2015
5629.5,55.04,0,1.98,5/30/2015
5630.5,53.8,0,1.98,5/31/2015
5631.5,55.18,0,1.98,6/1/2015
5632.5,54.82,0,1.77,6/2/2015
5633.5,55.76,0,1.64,6/3/2015
5634.5,38.55,17.97,1.64,6/4/2015
5635.5,50.7,4.26,1.64,6/5/2015
5636.5,55.25,0,1.64,6/6/2015
5637.5,53.6,0,1.64,6/7/2015
5638.5,55.26,0,1.64,6/8/2015
5639.5,55.53,0,1.64,6/9/2015
5640.5,54.56,0,1.64,6/10/2015
5641.5,53.73,0,1.64,6/11/2015
5642.5,54.84,0,1.64,6/12/2015
5643.5,55.53,0,1.64,6/13/2015
5644.5,53.42,0,1.64,6/14/2015
5645.5,53.63,0,1.64,6/15/2015
5646.5,63.3,0,1.64,6/16/2015
5647.5,70.43,0,1.64,6/17/2015
5648.5,70.58,0,1.64,6/18/2015
5649.5,68.18,0,1.64,6/19/2015
5650.5,74.78,0,1.64,6/20/2015
5651.5,73.69,0,1.64,6/21/2015
5652.5,76.41,0,1.64,6/22/2015
5653.5,76.21,0,1.64,6/23/2015
5654.5,75.61,0,1.64,6/24/2015
5655.5,76.11,0,1.64,6/25/2015
5656.5,75.23,0.87,1.6,6/26/2015
5657.5,76.45,0,1.13,6/27/2015
5658.5,75.58,0,1.13,6/28/2015
5659.5,73.58,0,1.13,6/29/2015
5660.5,79.06,0,1.13,6/30/2015
5661.5,82.04,0,1.13,7/1/2015
5662.5,81.43,0,1.13,7/2/2015
5663.5,81.92,0,1.13,7/3/2015
5664.5,82.8,0,1.13,7/4/2015
5665.5,82.21,0,1.13,7/5/2015
5666.5,82.53,0,1.13,7/6/2015
5667.5,88.61,0,1.13,7/7/2015
5668.5,88.2,0,1.13,7/8/2015
5669.5,87.19,0,1.13,7/9/2015
5670.5,88.75,0,1.13,7/10/2015
5671.5,88.27,0,1.13,7/11/2015
5672.5,88.52,0,1.13,7/12/2015
